incident_id,description,severity
399,A widow was subjected to honor killing on a footbridge in Assam.,High
400,A complaint was lodged about discrimination targeting a female police officer on a deserted road in Bihar.,Medium
401,A complaint was lodged about fraud targeting a young girl in a village in Uttar Pradesh.,Medium
402,A woman in distress was subjected to honor killing in an apartment complex in Kerala.,High
403,"Kidnapping case recorded on a deserted road in Bihar, impacting a young girl.",High
404,An incident of forced begging involving a widow was reported in a busy market in Kolkata.,Low
405,A teenage student was subjected to chain snatching near a highway toll booth in Rajasthan.,Low
406,"Verbal abuse case recorded inside a government office in Chennai, impacting a teenage student.",Medium
407,An incident of human trafficking involving a teenage student was reported outside a temple in Varanasi.,High
408,A child was subjected to physical assault outside a temple in Varanasi.,High
409,An incident of dowry harassment involving a working woman was reported near a coaching center in Kota.,Medium
410,"Stalking case recorded in a busy market in Kolkata, impacting a widow.",Medium
411,An incident of forced labor involving a working woman was reported at a cinema hall in Gujarat.,High
412,"Forced labor case recorded at a metro station in Delhi, impacting a child.",High
413,A complaint was lodged about honor killing targeting a child in a village in Uttar Pradesh.,High
414,A female police officer faced public indecency in an apartment complex in Kerala.,Low
415,A complaint was lodged about rape attempt targeting a married woman in a mall in Pune.,High
416,A female traveler was subjected to harassment outside a temple in Varanasi.,Medium
417,A married woman faced forced labor outside a temple in Varanasi.,High
418,An incident of illegal detention involving a single mother was reported at a cinema hall in Gujarat.,Medium
419,"Dowry harassment case recorded at a cinema hall in Gujarat, impacting a teenage student.",Medium
420,A complaint was lodged about molestation targeting a female traveler in a slum area of Dharavi.,High
421,An incident of physical assault involving a widow was reported in an apartment complex in Kerala.,High
422,A complaint was lodged about forced begging targeting a single mother on a footbridge in Assam.,Medium
423,A complaint was lodged about stalking targeting a single mother in a school in Hyderabad.,Medium
424,A domestic worker was subjected to stalking near a coaching center in Kota.,Medium
425,A complaint was lodged about public indecency targeting a widow at an IT park in Noida.,Low
426,A single mother was subjected to molestation at a cinema hall in Gujarat.,High
427,An incident of kidnapping involving a married woman was reported on a crowded bus in Bengaluru.,High
428,A complaint was lodged about acid attack targeting a married woman at a police station in Jharkhand.,High
429,"Chain snatching case recorded in a busy market in Kolkata, impacting a female traveler.",Low
430,An incident of molestation involving a single mother was reported at a cinema hall in Gujarat.,High
431,A domestic worker was subjected to human trafficking in an apartment complex in Kerala.,High
432,A female traveler faced child marriage on a footbridge in Assam.,High
433,A domestic worker faced stalking at a cinema hall in Gujarat.,Medium
434,A complaint was lodged about forced labor targeting a single mother near a highway toll booth in Rajasthan.,High
435,"Verbal abuse case recorded near a coaching center in Kota, impacting a married woman.",Low
436,A young girl faced kidnapping at an IT park in Noida.,High
437,A complaint was lodged about molestation targeting a female traveler outside a temple in Varanasi.,High
438,A single mother was subjected to public indecency in a busy market in Kolkata.,Low
439,A complaint was lodged about forced labor targeting a female traveler at a police station in Jharkhand.,High
440,A teenage student faced domestic violence on a crowded bus in Bengaluru.,Medium
441,An incident of neglect involving a teenage student was reported outside a temple in Varanasi.,Medium
442,A complaint was lodged about discrimination targeting a female police officer on a deserted road in Bihar.,Medium
443,"Verbal abuse case recorded at an IT park in Noida, impacting a young girl.",Low
444,A complaint was lodged about domestic violence targeting a female police officer in a village in Uttar Pradesh.,Low
445,A complaint was lodged about acid attack targeting a married woman on a crowded bus in Bengaluru.,High
446,A working woman was subjected to eve-teasing in a school in Hyderabad.,Medium
447,A complaint was lodged about honor killing targeting a child in a slum area of Dharavi.,High
448,A complaint was lodged about discrimination targeting a domestic worker on a crowded bus in Bengaluru.,Medium
449,A female police officer faced physical assault in a school in Hyderabad.,High
450,"Human trafficking case recorded in a school in Hyderabad, impacting a woman in distress.",High
451,A single mother was subjected to illegal detention near a coaching center in Kota.,Low
452,A female traveler faced kidnapping in a slum area of Dharavi.,High
453,A working woman faced rape attempt in an apartment complex in Kerala.,High
454,A female police officer was subjected to physical assault in a village in Uttar Pradesh.,High
455,A complaint was lodged about public indecency targeting a working woman on a footbridge in Assam.,Low
456,A young girl was subjected to molestation near a highway toll booth in Rajasthan.,High
457,An incident of child marriage involving a single mother was reported outside a temple in Varanasi.,High
458,"Verbal abuse case recorded in a mall in Pune, impacting a child.",Low
459,An incident of honor killing involving a teenage student was reported on a footbridge in Assam.,High
460,A female traveler faced forced begging at a metro station in Delhi.,Medium
461,An incident of fraud involving a woman in distress was reported on a crowded bus in Bengaluru.,Medium
462,"Threatening behavior case recorded at an IT park in Noida, impacting a female traveler.",Medium
463,A teenage student faced verbal abuse in a slum area of Dharavi.,Low
464,"Stalking case recorded in a mall in Pune, impacting a woman in distress.",Medium
465,A single mother was subjected to discrimination on a crowded bus in Bengaluru.,Medium
466,A complaint was lodged about harassment targeting a female traveler near a coaching center in Kota.,Medium
467,A woman in distress was subjected to chain snatching in a public park in Chandigarh.,Low
468,A young girl faced chain snatching near a railway station in Mumbai.,Medium
